,label,location,tweet_text
,0,,Imagine if you had an #abortion like millions and millions of females in #America? Wow. Crazy.
,1,"Washington, D.C.",#Abortion care is #healthcare! RT if you agree.
,0,"Phoenix, AZ ♥",@repdavid Vote YES on HR 4712 to protect babies who have been born alive during an #abortion!
,0,"Oregon, USA","@lookner Are they worrying about miscarriages in ICE custody when they probably support #abortion?

#AbortionIsMurder"
,1,USA,"@WestmonsterUK You says you can't build a future with other people's babies, just need #abortion legalized for the existing sprogs."
,1,,Fuck them babies #abortion
,1,Canada,@nationalpost How many #Africanamericans and #nativeamericans they have murdered and they worry about #abortion?
,0,,"No one has the right to take a life because it is God's property!
#deathpenalty #abortion"
,0,Fordham University,Annual reminder that being a #feminist and opposed to #abortion are not contradictory conditions.
,1,"Cleveland, Ohio",This is 1 term I would like to abort. #Impeach ....Please. #Abortion
,,,@JamesMartinSJ #abortion
,,Gallifrey,"@Lollicomedy You should see us on #abortion and #religion 
We would be the most dangerous animal alive if we all agreed on a topic"
,1,,"Surely, anyone who stands outside an #abortion clinic protesting in a disturbing manner is a #selfish #moralistic #hooligan..."
,0,,🖊 📰 #fdlx #Abortion protesters 'said I was a murderer' #News
,0,ExpectTheHolySpirit,"I plead the blood of Jesus over my sins and the sins of our nation. #God end #abortion and send #revival to #AMERICA. #Jesus, Heal #AMERICA"
,0,,@TomiLahren Brilliant and mature reply! #Abortion Barbie Has An Attitude
,,United Kingdom,More balanced reporting on @VictoriaLIVE on the #abortion protesters... #ImpartialBBC? I think not!
,0,,"@obianuju Most women decline the option for fetal anaesthesia when they have an #abortion.
Why? 
You guessed it ($$$)"
,,United Kingdom,"@VictoriaLIVE Wow the program didn’t have its own view on #abortion much, did it? #impartialBBC not!"
,1,Bristol,"""Anti-abortion vigils could be banned""
Good. Some abortions aren't out of choice. #ProLife #abortion #bbcnews #VictoriaLIVE"
,1,"Birmingham, UK","#Abortion being discussed on #VictoriaLIVE 
If you don't want one, don't have one, but leave other women alone to choose."
,0,USA,"@Nezzy31289193 @PoliticalIslam #Abortion was the madness, #Islam the symtom, both the curse of our generation."
,0,,"@AnnLandis3 Keep waiting. I can’t chat all day. 
@PPact sells baby parts
#abortion is murder"
,0,"Connecticut, USA",#ABORTION=RAPE #lorionliberty
,0,"New Hampshire, USA","@MrJohnNicolson @jambonnie @moe2mac #Abortion is indeed murder, #ProLife"
,0,"Longs, SC","@CruzinAhead I maintain that if the procedure for abortions was never created, the world would not be worse off. #abortion #ProLife"
,0,The Beautiful South,@CBCNews It shouldnt be taboo to criticize parents for killing them either. #abortion
,0,"Lake Forest, CA",@raralaing Calling me names is not going to stop #Abortion and it wouldn’t even if I didn’t believe #AbortionIsMurder
,,Indiana,@FiveRights I bet Durbin sneaks into the communion line when he thinks Bishop Paprocki isn't looking. #Catholic #abortion
,1,France ,"#Polska girls and women we stand with you. Abortion is a RIGHT, keep on fighting!!! #aborcja #abortion #Poland"
,0,,How can you be angry about deporting children if you are ok with aborting them? #ProLife #abortion #Democrats #DACA #immigration #DACADeal
,,,"@March_for_Life Thoughts? I’d like an even approach to the question.

@NARAL
@ReproRights
@PPact
#abortion"
,0,,"@foxandfriends #JustinTrudeau
#Abortion is murder.Who cares what #Trudeau says!"
,1,United States,RETWEET if I forgot I support for #Abortion what
,0,Chicagoland,#Abortion is bad for women. #LoveSavesLives #March4LifeChi
,0,,"If you had an #Abortion don't raise your hand, fix your face because it's ugly after that demon and unclean spirit gets rebuked."
,0,"Texas, USA",If you don't consider #ABORTION a NASTY WORD then you should shut your morally relative mouth regarding the word #CHITHOLE.
,1,"Europe, Middle East, Africa, Asia, Americas",Thousands protest in #Warsaw against proposed legislation restricting #abortion on January 13. #Poland
,0,,"As we approach the anniversary of Roe v. Wade: if women &amp; children aren't a problem, why is #abortion the solution?
#WhyWeMarch"
,0,Assisting the naive ,'Not judging but girls that use Plan B as a birth control should really consider using condoms😏#sterile #health #responsible #abortion
,0,"Sydney, New South Wales",It amazes me how a human #fetus is just a 'lump of cells' but on #Mars anything that's a cell is 'life'. #abortion #prolife
,0,Live With The Word Within You.,@LifeNewsHQ and the sad fact is that there were #healthy #babies who weighed more and were given zero chance...#abortion
,0,,"@obianuju Voices for the voiceless he wishes to silence! :(
#prolife #abortion @JustinTrudeau"
,0,ZA,@Brian49369011 @HermanMashaba But we do have 'our' innocent babies being killed by a state. #abortion
,1,Vestavia Hills. Alabama,Serious question.  What does it mean when an advocate of re-criminalizing #abortion says an embryo or fetus is innocent?
,1,,.@hawaii get a spine and handle nuclear holocaust like what it is - Post-Birth #abortion. I thought #Democrats liked #abortions
,,"New York, NY",@SheriffClarke @vannsmole @AmericaFirstPAC #Abortion  #PlannedParenthood  #Blackgenocide ???
,1,United Kingdom,.@IngrahamAngle Heaven forfend anyone should be out of step with the fashionable consensus! @JustinTrudeau is a joke! #Abortion #FreeSpeech
,1,,@jamieleecurtis it was almost one giant #abortion for #Hawaii - I thought Liberals #Democrats loved abortion? #Prochoice #icbm
,,,"Dear #Hawaii -
Think of #ICBM fake warning as a giant #abortion for the state - feel better? 

#icbm #Northkorea #ProChoice"
,0,"Toronto, Ontario",#Abortion IS a form of #murder !
,0,The West is the Best,I’m #ProLife unless a #Trudeau is going to have a baby then I’m all for #abortion
,,"Alberta, Canada",@stephen_taylor #Trudeau wants #abortion for everyone except #Muslims.
,,"Ontario, Canada","""#Scheer Accuses #Trudeau of 'Imposing' #values on #Abortion with Summer #Jobs #Grants."""
,0,"Calgary, Canada","#Abortion doesn't only kill your baby, but it could also kill you. Be #smart &amp; #wise. Prevent unplanned pregnancies. 
#HealthyLiving #women"
,0,,She can't relate with you. She didn't have an #abortion. Right? She's a beautiful mom.with a big fan.
,0,Midwest Murica',"@NickJFuentes @RickyVaughn_II Dont forget he would have been #ANTIABORTION

#Abortion kills black babies.
#MLKagainstabortion"
,1,,@BuzzFeedCanada #Abortion should be a charter right
,,Canada,#Abortion Pill When You Take It  #brand #marketing @netdatabiz @myartsubmit
,0,,#Abortion is #Population #Control @ConspiracyPix @ConspiracyWATCH @hoax
,,The Dominion of Canada,"@k_yoder Ah me! The days of trustworthy journalistic endeavors seem to have slipped away one cold night.

#Abortion #WomenDeserveBetter"
,1,,@BreitbartNews #Abortion is a #Womans right .............. Get out of #MyWomb
,0,,@onegroovynun I think there are a lot of #prochoice folks who are wounded by #abortion in some way. My prayer is that they find healing.
,1,"Colorado Springs, CO",You can't be against #abortion and then simultaneously shit on #women who give their child up for adoption. #Tf
,0,,Will never vote Democrat as long as they support #abortion and put illegals before Americans just for starters!
,,United States,"Hey Destiny Morgan, thanks for #Abortion what this"
,1,"Midland, TX",@prageru Realities of #abortion &amp; #PlannedParenthood
,0,,"#Christians could get to pulpit and end #abortion, if wasn't for excuses, offending people. Are we standing on sand or a Rock? @catholiccom"
,,"New Jersey, USA",@AjReed2199 @Johnny2Chill Fuck Johnny Chill #Loser #Abortion #GrimForTheWin
,0,"Dublin, Ireland.","How many ""unconceived"" there must be because mothers died to save one child. #abortion"
,0,,@thehill #Abortion for #immigration control. Sounds so much like #eugenics.
,0,"Naples, FL",@thehill Because #abortion is #murder.
,0,"Downers Grove, IL",Every child is perfect and has a purpose. #prolife #abortion #wonderfullymade #inspiration #scripture #makeadifference
,0,"Oklahoma, USA",#AnnoysMeMoreThanAnything People who think #abortion isn't MURDER
,0,"Cincinnati, OH",@rmstack15 @PPFA I know this sounds insane but there exists survivors of #abortion.
,0,www.eileencronin.com,@GloriaSteinem PLEASE do more to #include #disabledwomen because the #GOP is using #disability to argue #abortion.
,,,@Rewire_News #abortion
,,"Sacramento, CA",A new #abortion bill allows #ca college students to end their pregnancies ... on campus. How would it work? And is it safe? @5
,0,,"4 the record I've never been entirely against 1st term #abortion, It's post birth #DilationAndExtraction #infanticide that bothers me."
,0,"Atlanta, GA",@CecileRichards It’s very hard to take you seriously knowing the road to #abortion is paved w green...
,1,"Washington, D.C.",California has the chance to expand medication #abortion access on campuses with #SenateBill320. We proudly support this bill!
,,Ireland,Do you think Leo Varadkar should make his position clear regarding regarding abortion referendum? #abortion
,0,"Simi Valley, CA",@kathykattenburg @LiveAction #abortion is always murder! War in a mommy's body is never necessary or okay to do! No good can come from it.
,0,,@LifeSite #parenting decision? Young girl goes in for #abortion no parental notification! Can’t have it both ways!  #Defund PP now!
,1,,A loss is a loss. Just because you choose to have an abortion does not mean it’s not a loss. #guiltafterabortion #abortion #loss
,1,"Costa Mesa, CA",Match the #RINO Gov candidate to their Planned Parenthood Pro #Abortion score:
,0,"Mississippi, USA","@RaisedbyTexans2 Stop #abortion, repeal the #Johnsonact."
,0,"Sturgis, KY",@BlackCentralStn @StevenErtelt #Abortion #prolife #BlackLivesMatter #BlackTwitter #tcot That is Fing sick. Absolutely disgusting.
,,,#FoxNews  will need to pull out #abortion or #guncontrol tomorrow to sooth their worshippers.
,,"?????, The Flip Side",@kozmicbrkfst LOL!!! #abortion Glad u made it tho
,1,northern New Jersey,"@LiveAction If we can say that wars are sometimes necessary, knowing that children die in war, how can we say #abortion is never necessary?"
,1,Down the rabbit hole,@MeganPBG Any government big enough to dictate a women's personal medical care a sex life is too big #prochoice #abortion
,0,"Cardiff, Wales",So the @WelshGovernment says no #smacking errant children but ok to crush the brains and dismemberment of innocent children #Abortion
,1,,@Guttmacher  hosting @mclemoremr today with fascinating talk on current and future role of #nurses in #abortion care.
,0,"Downers Grove, IL",God knows your purpose long before the womb. #prolife #abortion #purpose #inspiration #scripture #inspirationalscripture #masterpiece
,0,"Washington, UK",Read the story of how I survived #abortion #TheGreatestDebtorToHisLove. Get yor copy from @amazon. Give that #child a chance! @adoptchild8
,0,"California, USA","Abortion is a violation of the laws of nature and nature's God. 

#abortion #abortionhurts"
,0,,"To Ploumen's ""SheDecides"" should be added ""often under pressure"". #Abortion. #Abortus."
,0,"IndianTerritory,Oklahoma",So.. what is @Oprah position on #Abortion ? Is she down with continuing to mass murder Yet-Born American citizens? Most African American?
,1,Canada,@nationalpost @IvisonJ I believe in #abortion. Abort #JustinTrudeau 's government in 2019.
,0,"Tulsa, OK ",Life begins at conception and ends at Planned Parenthood. @PPact #abortion
,0,"MidWest, USA","To even agree with #Abortion is #Murder in your heart to God. I love you Jesus, thank you father!"
,,London,"When it comes to politicians' views on #abortion, please can we leave culture wars to the USA? It shouldn't be a bar to public service."
,,Earth,#Abortion Pills and Abortion Establishments Things To Know  #article 100147 @netdatabiz
,0,"Fayetteville, NC 🇺🇸",@adinaINdc Don’t get twisted sister! #Abortion Kills!
,0,Midwest,"If you're a #christian that thinks life begins at conception, then think of it as the fast track to heaven instead of an #abortion. #atheist"
,0,United Kingdom,@bbclaurak How is appointing a women who believes #abortion is harmful to women a “glitch”? #prolife #biasedBBC
,0,"Wirral, UK",@DawnButlerBrent @theresa_may And the rights of the unborn child. Do they not enter into your thinking? #reshuffle #abortion
,0,,@JessicaValenti Unless of course you're deemed unworthy of being born #abortion
,0,Ossining -- but not Sing Sing,"How to make today's #Liberals and #Progressives change their stance on #abortion? Tell them, all babies born henceforth will vote #Democrat."
,1,Dublin / Ireland,FF Leader Micheál Martin has said that he will vote to remove the 8th amendment from the constitution. #abortion
,0,,@PolitiBunny You are correct. #Abortion is #murder
,1,USA (Under djt/gop Occupation),@cweiser @Enquirer @jbalmert To bad his parents hadn't practiced safe sex. #Ohio #Wingnut #Abortion
,0,United States,#PlannedParenthood true motto: #Abortion #NoMatterWhat #WhyWeMarch #DefundPP #Adoption #IStandAgainstPP
,0,United States,Let us fight #abortion with #adoption #AdoptionSavesLives #abortionhurtswomen
,0,United States,Every #abortion is the denial of receiving #Jesus. Mother Teresa #WhyWeMarch #MarchForLife2018 #abortionhurtswomen #ChooseLife
,,"Illinois, USA",Doesn't #Kelly know that evolution stops at perfection? It's why #Trump will never admit to evolving on anything (except maybe #abortion).
,0,Probably at Church or a Bar,"so, #lobsters ""feel pain"" and we shouldn't boil them alive, but #abortion is ""healthcare"" #ProLife #ChooseLife"
,1,,"#abortion is murder. But, murder is natural. So, I'm chill with it."
,0,USA,"@DVATW Political correctness - being replaced in the millions by #immigrants, killed in the millions by #abortion - and told to accept it."
,0,"Chilliwack, British Columbia","If you’re pro-#abortion but won’t cook lobsters alive because “they feel pain,” you’re a stupid #hypocrite"
,,"Pittsburgh, Pa",Tomlin that’s a dumb ass move just like the defensive game plan. #ABORTION
,0,,"If a minor can’t drive after 11pm, vote or drink, why can an unaccompanied minor get an abortion?

#abortion #DefundPP"
,,"Johannesburg, South Africa",SAFE PILLS ^^$$#$$^+27780251684__^^^$$###abortion pills for sale in Mbabane Swaziland
,1,"London, England",Glued to the Dáil debates on access to #abortion this evening. #freesafelegal #repealthe8th
,0,Cyberspace,"#Abortion is totally fine though, right?"
,0,Georgia,#Abortion is unjust AND it is bad policy. #Lincoln #EFL2018
,1,Rebel County Cork,"@timmydooley Water,#MauriceMcCabe #repealthe8th #NoirinOSullivan  #abortion  etc...whatever way the wind is blowing ,eh @timmydooley"
,0,"Afton, VA",@peta Yet they still have Legal #Abortion there hmm? @ringfox1
,,Georgia,.@adfkristen explaining the real threat of coerced speech &amp; attempts to compel #prolife pregnancy centers to promote #abortion. #EFL2018
,,Georgia,"""For every #abortion clinic in our country, there are 4 pregnancy resource centers."" @adfkristen #EFL2018"
,,,
,0,,Why do liberal democrats support the killing of human babies? #prolife #abortion
,0,,Canada: taxpayer funded abortions for sex selection! #Canada #abortion #taxfunded #tax #life #baby #pray #WhyWeMarch
,1,,Should #abortion we allowed whenever it is requested or should there be restrictions? #repealthe8th
,0,,Canada: taxpayer funded abortions for sex selection! #Canada #abortion #taxfunded #tax #life #baby #pray
,0,,@CBCAlerts #GOODNEWS #abortion is MURDER!
,0,,I wonder how much money we could raise to protect living children if we didn't spend it on #abortion
,0,International,"#Abortion hurts mothers, fathers, families and society so that is #WhyWeMarch #MarchForLife #Shockwaves"
,1,"London, Manhattan, Madrid",@realDonaldTrump support of activists denying access to #abortion is not surprising as half the world wishes Trump had been aborted at birth
,1,NYC,@wbaltv11 #Ironic considering #abortion would have been the best #option for his #mother
,0,"Louisiana, USA","@cnalive Pray against the powers of darkness, not award them Pontifical medals of honor (@Pontifex). #Catholic #MarchForLife #Abortion"
,,"Melbourne, Australia","@kerrynwoods yup, imagine how my chocolate schedule has gone in the last 48 hours #abortion"
,0, Ireland ,".@MichealMartinTD 

Hey. I've got a #choice for you.
Those who promote #abortion are either ignorant or malevolent.

Pick one."
,,Leiden University,2. '#Abortion presents the gravest question about #justice that a society can face:
,1,Georgia,Observation: None of the #adoption conversation at #EFL2018 has yet touched on the very specific connection between adoption and #abortion.
,0,"Kaufman, Texas",#Abortion is to the #Democrats now as slavery was to them before a #Republican president published the Emancipation Proclamation.
,0,Georgia,".@JoniandFriends decrying reality that American culture views #abortion as ""disability prevention"" @JoniandFriends #EFL2018 #MarchforLife"
,0,Paradise,@ArthurSchwartz A pity #Abortion #advocates do not #abort themselves...
,0,,God Bless and protect the unborn. Abortion is Murder.
,0,"Whitestone, Queens",Why are all the abortion industries in low income neighborhoods? #educate #wakeup #womendeservebetter
,1,Sydney Australia,i even think women should have the right to use abortion as a contraception
,1,"Durham, England","Ok @realDonaldTrump if you really want to end abortion, provide free healthcare, social security and stop shaming unmarried mothers ..."
,0,,@SamuelLHouston That should say against abortion*
,1,,"MARIE, YOU MOTHER SHOULD HAVE HAD AN ABORTION...OBAMAS TOO.."
,0,,@RepMarkMeadows Thank you for your stand against abortion.
,0,"Vista, CA",#whywemarch let’s keep praying to end abortion
,1,Minneapolis/St. Paul - For now,@KevinNR I'm genuinely confused by that analogy. I don't understand how woman having an abortion could physically harm the public?
,0,Vill Janak Jagger Bareily Up ,The soceal of evil an abortion ttps://www.newstrend.news/111052/know-what-happens-after-abortion/
,,,"@EricBoehlert Considering the ""we're all sinners, as long as we're against abortion"" mentality, this makes perfect sense."
,,,It is an objective fact that supporters of elective abortion and not supporters of human rights.
,0,"1776 Freedom Lane, America",@HLNTV calls the Pro-Life March an Anti-Abortion Rally. Despicable how the Media has been bought out by the Left. #MarchForLife
,0,"Cleveland, Ohio","here’s a thought experiment: replace abortion with slavery and see if-

lemme stop you right there"
,1,,I hope these anti-abortion folks at the White House ask Trump about Stormy Daniels
,0,"Arkansas, USA","@tntranchtx Remember what the great Ronald Reagan said, you people that are for abortion have already been (BORN)🤔"
,1,Oklahoma,@paulkrugman Especially with the anti-abortion pro-hooker DJT!!
,0,"Cincinnati, OH",TEXT MARCH to 73075 to join your voice in ending abortion! #WhyWeMarch #LoveSavesLives #MarchForLife2018
,0,,@LifeNewsHQ Dems sacrament is abortion
,1,"Hilton Head Island, SC",@CNNPolitics Fake News - Trump cannot do anything about abortion rights.
,,"San Francisco, CA","MSNBC 9:18am HOUSE MEMBERS TOLD TO STAY ""FLEXIBLE"" AS SHUTDOWN NEARS
SOON: TRUMP ADDRESSES ANTI-ABORTION EVENT AS SHUTDOWN NEARS"
,0,North Carolina,"@NARAL @ilyseh ""Funny how the People that are for Abortion are alive""-President Ronald Reagan #MarchforLife"
,0,Britain,@Students4LifeHQ Abortion is the full screen photograph of atheist morality.
,1,,"Trump is speaking to pro-life rally. So, if stormy got pregnant you all really think the dotard would have opposed her abortion?"
,0,"Spokane, WA",@VP @March_for_Life @NRO Abortion kills babies!  March for life!! Praying for God to change things...
,0,,@shannoncoulter Abortion is legal but it's inhumane and morally wrong. I am happy for anyone who stands 😁 for life.
,0,United States of America,Trump Steps To Forefront Of Anti-Abortion Movement
,0,traveler ,@LiveAction @benshapiro They should show this at every abortion clinic.
,1,United States,@KevinNR I am always amused when so called “small government” conservatives want to impose their views on abortion on me...
,,,"@yadifan04 I thought it was just about abortion, didn't see the transgender part."
,0,,@thehill It's now criminal for doctors to refuse to protect abortion survivors (fetus that has survived and failed an abortion).
,0,With my dog,@thehill Abortion survivors???? WTF?
,1,,@david_kuczynski @Liz_Wheeler Abortion will never end. If you make it illegal you'll just have dead women. But you don't care about that
,1,East Coast,@Eugene_Scott Abortion is a constitutional right. So sick of these quacks.
,0,,"#MarchforLife #WhyWeMarch #ReleaseTheMemo dude, end the freaking demonic, baby killing abortion business!! @PPact #PlannedParenthood"
,1,"Main Street, USA",@CNNPolitics I find it astonishing that Porn King POTUS never had a lover who needed an abortion.
,0,"Arlen,Texas",@EdmundHulton Bingo...You CAN'T call yourself a Christian and be pro abortion! There is no gray area #ProLife
,0,"Birmingham, UK",Over 60 million lives lost through abortion in USA in the last 45 years #WhyWeMarch #LoveSavesLives
,1,,"@prageru I only support abortion because blacks overwhelmingly abort their children, compared to white folks."
,0,"The 816 (Kansas City, MO)",We must pray each and every day for the end to the evil of abortion. Life must be cherished at all stages.
,1,CBUS Ohio,"@aliamjadrizvi lol congratulations on your descent into the same lines of logic that gave us abortion as ""baby murder"""
,0,,"#DefundPP 
It is TIME to stop funding the abortion giant in America! Not one more cent to a Moloch hungry for innocent blood. #PPKillsBabies"
,0,Pittsburgh,#MarchforLife #whywemarch  to end abortion not just to defund Planned Parenthood. We need a life Amendment! #SolidarityChat
,,,"@JoyAnnReid can we get a journalist to ask, “has @realDonaldTrump ever paid for an abortion?”"
,1,"Dom Perry, Finland","@VioletZer0 If all pro-lifers put sincere effort into making the need for abortion lesser, that would be much more effective."
,0,North Carolina,"@shannoncoulter ""Funny how the People that are for Abortion are alive""-Ronald Reagan #MarchforLife"
,0,USA ,"#MarchforLife #Catholic #ProLife 

Pray to stop abortion 🙏"
,0,"Greenville, SC",Text March ro 73075 to commit to ending abortion #WhyWeMarch
,0,South ,@FrMichaelDuffy Please explain why the Pope gave an award to an abortion activist?
,1,"State College, PA",@steelergurl So true. This myth that women use abortion as a casual option must stop.
,0,"St Paul, MN",Abortion disempowers women. #WhyWeMarch
,1,,@BrentBozell abortion isn't murder. Even the Bible understood that a fetus isn't worth the same as a life.
,1,"iPhone: 38.643208,-90.260887",@forwardgop I’m 60 and I remember when being the pro-life generation meant more than anti-abortion. 😞
,0,,"#MarchForLife2018  #LoveSavesLives #WhyWeMarch 
Let the scourge of abortion finally come to an END. It's time."
,0,,@LiveAction Abortion is murder...
,0,United States,#WhyWeMarch #MarchforLife abortion is not a form of birth control!!
,0,,"@jennajameson Abortion is cool. Killing baby killers on death row... not cool.
-Liberals"
,0,,@ItsJustinStuart There is nothing lower than a mother who kills her own baby. Abortion is evil
,0,"Maryland, USA",#Abortion harms #women.  #MarchforLife
,0,,@maxprat Yeah agree. His stance on gun control and abortion is pretty terrible.
,,,@WTF_Eh Abortion.
,1,,@dicentra33 @simplify77 @EsotericCD @TPCarney And abortion rates are at historic lows. Get the hint?
,0,,"@verbaluce @KevinNR Abortion does kill children; a new human is created at fertilization, regardless of degree of development."
,0,”Wherever whores go.”,"""How come when it's us, it's abortion, but when it comes to chickens it's omelette?"" -GC"
,0,,@FoxNewsOpinion @michellemalkin @LDAppell Other than Rape &amp; Incest ~ there are no excuses for abortion!
,0,,"March For Life, President Trump is anti-abortion"
,0,,@guyverhofstadt @MichealMartinTD Abortion is nothing to do with women's rights! To portray it as such is dishonest and stupid!
,1,,"Saw a sign at a church that said ""Pray to stop abortion"" this is why people look down on churches lol. Keep the ignorant shit inside jesus"
,,"Boulder, CO",OOOOF there is a lot happening in HHS proposed rule making today and don't believe at all for a minute it's limited to just abortion
,0,,Praying for those marching in D.C. today and for the absolute end to abortion! #MarchforLife #WhyWeMarch #LoveSavesLives #EWTN
,1,"Houston, Texas",@casnhtx @bradmchargue That’s definitely it.  Abortion will ALWAYS be needed and I’ll always be here to help make that access possible.
,,,@mattyglesias Every day brings us closer to the “Trump paid for an abortion” story that we all know is coming.
,0,"Washington, DC","Over these past 45 years, abortion has claimed the lives of over 60 million Americans and their loss is grieved! #MarchforLife #ProLifeYouth"
,1,,"@odinsdream it's weird that they call out abortion and euthanasia specifically, but not trans stuff. Why?"
,1,,@KevinNR Yes! And hindsight always acknowledges them as atrocities. Abortion is next.
,0,USA,@FoxNews @KellyannePolls Abortion=Homicide is not a reproductive right
,,LA monster for life!! ,@KimWeaverIA @SteveKingIA Why is this man talking about abortion? He got 60 minutes on the floor.
,1,"Oklahoma, USA",@stblegenius @SecondLady @SSNjl You sound like someone who thinks abortion is just used for birth control. How vile.
,0,,Today is a very special day for all of us ... Yes life..No abortion. C-SPAN2 where is the March for Life?
,,"Lafayette, IN USA","@ToddRokita @March_for_Life @realDonaldTrump @POTUS He's not really against abortion. You know that, right? He's taking you all for fools."
,0,"Slippery Rock, PA","""Abortion is profoundly anti-women. Three quarters of its victims are women: half the babies &amp; all the mothers."" Mother Teresa"
,0,USA,@RandPaul Abortion=Homicide
,,,@josh_hammer Your chin looks pregnant it’s too bad you don’t believe in abortion
,0,"Massachusetts, USA",@jared_heers @MattBennett0059 @brian_moran21 @romimarketer @Pontifex Allowing abortion allows the killing of kids. You aren’t making sense.
,,🇺🇸From Many; One!,@1MillennialsPOV Like to know how many times he’s used abortion for BC!
,,Israel & USA ,@NPR I wonder how many women did Trump pay to have an abortion
,0,,@joe_hammar @scrowder To date I have never con across a pro abortion vegan. This sounds made up
,,,"Dan Poulter, MP for Central Suffolk &amp; North Ipswich: Impregnated former researcher and made her have abortion + other female researchers"
,1,Québec,"@prageru I don't think abortion is wrong, what is wrong are the circumstances that leads people to an abortion."
,,Galway,"@declanganley @fiannafailparty Well said Declan, Meehole jumping on the abortion bandwagon"
,,,@SenTedCruz Then take care of children after they are born!  Turning abortion over to criminals wasn't good before and won't be now.
,,,"@FoxNews @KellyannePolls I heard that when he was asked what he would do regarding the Abortion Bill, he said ""I would pay it"""
,0,,"@MattWalshBlog I hope to God one day we will look at abortion in the same way we look back at slavery and say, ""How did we let this happen?"""
,,"Texas, USA",@RepRatcliffe Thank you Rep Ratcliff. Now please release the memo to protect those of us that survived the abortion mills
,1,,@IdahoStatesman That's a bunch of BS I've use Planned Parenthood they've never offered to send me to an abortion clinic Pence it work
,0,"Colorado, USA",@jennajameson Every person that supports abortion should have to witness one first hand.  99% of them would change their minds.
,0,Earth,"@KevinNR There are times when I have questioned, doubted and even denied my Christian faith.

I have remained anti-abortion my entire life."
,0,"Clearwater,Fl",@essenviews He was pro abortion until he found Republican Jesus.
,0,"Wherever I go, there I am.",@RepBarbaraLee @HouseGOP At what point will we stop pretending that abortion is not the murder of a child?
,1,Sealand,That dawning horror when you see an anti-abortion protestor on the Metro and realize it's a Friday it mid-January. #MarchforLife
,1,"Canton,OH","Regardless of your views on abortion, #MarchforLife is a scam that coddles politicians rather than confronting actual issues. #FakeProtest"
,1,USA,@JacksonLeeTX18 R U as happy to join them when they aren't giving something away? How about when they are protesting abortion?
,1,Seattle,@NR_Institute @NRO Abortion is still legal so there's that.  #Choice
,0,Ohio,"#Marchforlife, today. Pray to end abortion, everyday. #alllifematters"
,,Earth,Married man had #Unprotected sex ...  that spells abortion... #justsaying #Trump
,1,,"@RepNewhouse Additionally if you believe abortion is killing a baby, you’d make contraceptives w/o co-pay a priority, but you don’t."
,,,@maxprat Shapiro has always been anti-abortion. What is new in that?
,,Right here where I live.,"@cnnbrk Now Trump is scheduled to speak to anti abortion marchers,screw his scheduled."
,0,"Jackson, MI","@ChrisJZullo No one likes abortion and wants to prevent it? I'd beg to differ, that's why they march."
,,"Pennsylvania, USA","This was said: ""Ethics of abortion""
Discuss. Or comment I just want to see people's reactions."
,1,"Hurricane, WV",If your #Poor and seek a #Legal #Abortion your #TRASH! If your upper #middleclass or the #Pastors #Daughter its a #OOPS #ExploratorySurgery!
